Price|Close
Ticker|MSFT
Date|
2010-01-04|23.30068016052246
2010-01-05|23.308208465576172
2010-01-06|23.165170669555664
2010-01-07|22.924257278442383
2010-01-08|23.082355499267578
2010-01-11|22.78874397277832
2010-01-12|22.63817024230957
2010-01-13|22.84897232055664
2010-01-14|23.308208465576172
2010-01-15|23.232919692993164
2010-01-19|23.413602828979492
2010-01-20|23.029653549194336
2010-01-21|22.593002319335938
2010-01-22|21.802509307861328
2010-01-25|22.073535919189453
2010-01-26|22.209047317504883
2010-01-27|22.337032318115234
2010-01-28|21.95307731628418
2010-01-29|21.215286254882812
2010-02-01|21.388442993164062
2010-02-02|21.426082611083984
2010-02-03|21.55406951904297
2010-02-04|20.959318161010742
2010-02-05|21.094831466674805
2010-02-08|20.868968963623047
2010-02-09|21.08730697631836
2010-02-10|21.072242736816406
2010-02-11|21.17011833190918
2010-02-12|21.02707862854004
2010-02-16|21.443073272705078
2010-02-17|21.62461280822754
2010-02-18|21.912023544311523
2010-02-19|21.76075553894043
2010-02-22|21.73049545288086
2010-02-23|21.427955627441406
2010-02-24|21.654857635498047
2010-02-25|21.632165908813477
2010-02-26|21.685110092163086
2010-03-01|21.949848175048828
2010-03-02|21.526275634765625
2010-03-03|21.526275634765625
2010-03-04|21.654857635498047
2010-03-05|21.62461280822754
2010-03-08|21.654857635498047
2010-03-09|21.783445358276367
2010-03-10|21.912023544311523
2010-03-11|22.07086753845215
2010-03-12|22.138938903808594
2010-03-15|22.154075622558594
2010-03-16|22.214574813842773
2010-03-17|22.411231994628906
2010-03-18|22.396106719970703
2010-03-19|22.380970001220703
2010-03-22|22.388538360595703
2010-03-23|22.60032081604004
2010-03-24|22.426355361938477
2010-03-25|22.698646545410156
2010-03-26|22.433927536010742
2010-03-29|22.380970001220703
2010-03-30|22.51711654663086
2010-03-31|22.154075622558594
2010-04-01|22.055734634399414
2010-04-05|22.138938903808594
2010-04-06|22.1767578125
2010-04-07|22.199447631835938
2010-04-08|22.630578994750977
2010-04-09|22.948261260986328
2010-04-12|22.933122634887695
2010-04-13|23.031461715698242
2010-04-14|23.311309814453125
2010-04-15|23.34913444519043
2010-04-16|23.197853088378906
2010-04-19|23.477712631225586
2010-04-20|23.719749450683594
2010-04-21|23.697052001953125
2010-04-22|23.742441177368164
2010-04-23|23.417203903198242
2010-04-26|23.530662536621094
2010-04-27|23.334003448486328
2010-04-28|23.37938117980957
2010-04-29|23.44746208190918
2010-04-30|23.099531173706055
2010-05-03|23.3415584564209
2010-05-04|22.789417266845703
2010-05-05|22.57763671875
2010-05-06|21.91958999633789
2010-05-07|21.337182998657227
2010-05-10|21.889341354370117
2010-05-11|21.84394645690918
2010-05-12|22.26752281188965
2010-05-13|22.11624526977539
2010-05-14|21.88176918029785
2010-05-17|21.889341354370117
2010-05-18|21.72978401184082
2010-05-19|21.456260681152344
2010-05-20|20.597707748413086
2010-05-21|20.39256477355957
2010-05-24|19.959487915039062
2010-05-25|19.807533264160156
2010-05-26|19.002168655395508
2010-05-27|19.754348754882812
2010-05-28|19.602397918701172
2010-06-01|19.670772552490234
2010-06-02|20.103843688964844
2010-06-03|20.40775489807129
2010-06-04|19.59479331970215
2010-06-07|19.214895248413086
2010-06-08|19.0781307220459
2010-06-09|18.835018157958984
2010-06-10|18.994569778442383
2010-06-11|19.49601936340332
2010-06-14|19.374452590942383
2010-06-15|20.19502067565918
2010-06-16|19.99747657775879
2010-06-17|20.03546905517578
2010-06-18|20.08865737915039
2010-06-21|19.716358184814453
2010-06-22|19.57960319519043
2010-06-23|19.230100631713867
2010-06-24|18.994569778442383
2010-06-25|18.63746452331543
2010-06-28|18.47031593322754
2010-06-29|17.71052360534668
2010-06-30|17.482595443725586
2010-07-01|17.596553802490234
2010-07-02|17.680139541625977
2010-07-06|18.0980224609375
2010-07-07|18.46271324157715
2010-07-08|18.546293258666992
2010-07-09|18.439924240112305
2010-07-12|18.865406036376953
2010-07-13|19.09333038330078
2010-07-14|19.328872680664062
2010-07-15|19.38205337524414
2010-07-16|18.91098976135254
2010-07-19|19.1693172454834
2010-07-20|19.359264373779297
2010-07-21|19.08574104309082
2010-07-22|19.632787704467773
2010-07-23|19.609981536865234
2010-07-26|19.830326080322266
2010-07-27|19.875913619995117
2010-07-28|19.716358184814453
2010-07-29|19.77714729309082
2010-07-30|19.609981536865234
2010-08-02|20.00507926940918
2010-08-03|19.875913619995117
2010-08-04|19.549213409423828
2010-08-05|19.27569007873535
2010-08-06|19.41244125366211
2010-08-09|19.458032608032227
2010-08-10|19.047746658325195
2010-08-11|18.88819694519043
2010-08-12|18.607074737548828
2010-08-13|18.5386905670166
2010-08-16|18.614673614501953
2010-08-17|18.874374389648438
2010-08-18|18.95840072631836
2010-08-19|18.66814422607422
2010-08-20|18.507736206054688
2010-08-23|18.545936584472656
2010-08-24|18.36260986328125
2010-08-25|18.408437728881836
2010-08-26|18.19456672668457
2010-08-27|18.278583526611328
2010-08-30|18.057069778442383
2010-08-31|17.92722511291504
2010-09-01|18.255672454833984
2010-09-02|18.286218643188477
2010-09-03|18.553560256958008
2010-09-07|18.301502227783203
2010-09-08|18.278583526611328
2010-09-09|18.339696884155273
2010-09-10|18.217483520507812
2010-09-13|19.179908752441406
2010-09-14|19.118804931640625
2010-09-15|19.187551498413086
2010-09-16|19.34795379638672
2010-09-17|19.26394271850586
2010-09-20|19.424335479736328
2010-09-21|19.210472106933594
2010-09-22|18.79798698425293
2010-09-23|18.66050148010254
2010-09-24|18.927841186523438
2010-09-27|18.8896541595459
2010-09-28|18.85146141052246
2010-09-29|18.713970184326172
2010-09-30|18.706329345703125
2010-10-01|18.622310638427734
2010-10-04|18.263315200805664
2010-10-05|18.599401473999023
2010-10-06|18.66050148010254
2010-10-07|18.736886978149414
2010-10-08|18.767436981201172
2010-10-11|18.782711029052734
2010-10-12|18.966041564941406
2010-10-13|19.355600357055664
2010-10-14|19.27156639099121
2010-10-15|19.50836181640625
2010-10-18|19.722230911254883
2010-10-19|19.172271728515625
2010-10-20|19.332679748535156
2010-10-21|19.416702270507812
2010-10-22|19.386150360107422
2010-10-25|19.241018295288086
2010-10-26|19.783344268798828
2010-10-27|19.897912979125977
2010-10-28|20.07359504699707
2010-10-29|20.371498107910156
2010-11-01|20.585369110107422
2010-11-02|20.92146110534668
2010-11-03|20.646482467651367
2010-11-04|20.730504989624023
2010-11-05|20.50898551940918
2010-11-08|20.478431701660156
2010-11-09|20.585369110107422
2010-11-10|20.577728271484375
2010-11-11|20.379127502441406
2010-11-12|20.065959930419922
2010-11-15|20.012489318847656
2010-11-16|19.83572769165039
2010-11-17|19.65127944946289
2010-11-18|19.858781814575195
2010-11-19|19.743511199951172
2010-11-22|19.774248123168945
2010-11-23|19.305442810058594
2010-11-24|19.497577667236328
2010-11-26|19.405359268188477
2010-11-29|19.451465606689453
2010-11-30|19.413042068481445
2010-12-01|20.012489318847656
2010-12-02|20.66573715209961
2010-12-03|20.765653610229492
2010-12-06|20.6273136138916
2010-12-07|20.650373458862305
2010-12-08|20.927043914794922
2010-12-09|20.81175994873047
2010-12-10|21.011579513549805
2010-12-13|20.94241714477539
2010-12-14|21.226764678955078
2010-12-15|21.40353012084961
2010-12-16|21.511117935180664
2010-12-17|21.441959381103516
2010-12-20|21.372787475585938
2010-12-21|21.572608947753906
2010-12-22|21.664825439453125
2010-12-23|21.749359130859375
2010-12-27|21.572608947753906
2010-12-28|21.526500701904297
2010-12-29|21.49575424194336
2010-12-30|21.40353012084961
2010-12-31|21.44964599609375
2011-01-03|21.503440856933594
2011-01-04|21.58797836303711
2011-01-05|21.518810272216797
2011-01-06|22.149002075195312
2011-01-07|21.97992515563965
2011-01-10|21.687881469726562
2011-01-11|21.603349685668945
2011-01-12|21.941499710083008
2011-01-13|21.664825439453125
2011-01-14|21.749359130859375
2011-01-18|22.026042938232422
2011-01-19|21.88001823425293
2011-01-20|21.787799835205078
2011-01-21|21.5341796875
2011-01-24|21.810850143432617
2011-01-25|21.864648818969727
2011-01-26|22.11826515197754
2011-01-27|22.187427520751953
2011-01-28|21.326679229736328
2011-01-31|21.311304092407227
2011-02-01|21.511117935180664
2011-02-02|21.472692489624023
2011-02-03|21.249828338623047
2011-02-04|21.34204864501953
2011-02-07|21.672515869140625
2011-02-08|21.734006881713867
2011-02-09|21.49575424194336
2011-02-10|21.134546279907227
2011-02-11|20.94241714477539
2011-02-14|20.927043914794922
2011-02-15|20.841995239257812
2011-02-16|20.88839340209961
2011-02-17|21.0352783203125
2011-02-18|20.919307708740234
2011-02-22|20.555971145629883
2011-02-23|20.555971145629883
2011-02-24|20.695119857788086
2011-02-25|20.525049209594727
2011-02-28|20.54823112487793
2011-03-01|20.223543167114258
2011-03-02|20.161701202392578
2011-03-03|20.254465103149414
2011-03-04|20.061199188232422
2011-03-07|19.883392333984375
2011-03-08|20.0302734375
2011-03-09|20.014812469482422
2011-03-10|19.64374542236328
2011-03-11|19.852476119995117
2011-03-14|19.86020851135254
2011-03-15|19.62828254699707
2011-03-16|19.164443969726562
2011-03-17|19.156705856323242
2011-03-18|19.172176361083984
2011-03-21|19.5819034576416
2011-03-22|19.55870819091797
2011-03-23|19.744243621826172
2011-03-24|19.95296859741211
2011-03-25|19.806089401245117
2011-03-28|19.64374542236328
2011-03-29|19.705589294433594
2011-03-30|19.798358917236328
2011-03-31|19.62828254699707
2011-04-01|19.697851181030273
2011-04-04|19.751970291137695
2011-04-05|19.92978286743164
2011-04-06|20.215818405151367
2011-04-07|20.254465103149414
2011-04-08|20.15396499633789
2011-04-11|20.084392547607422
2011-04-12|19.821544647216797
2011-04-13|19.813823699951172
2011-04-14|19.651472091674805
2011-04-15|19.612821578979492
2011-04-18|19.38863182067871
2011-04-19|19.442745208740234
2011-04-20|19.914329528808594
2011-04-21|19.72878074645996
2011-04-25|19.798358917236328
2011-04-26|20.24673843383789
2011-04-27|20.393617630004883
2011-04-28|20.648733139038086
2011-04-29|20.038013458251953
2011-05-02|19.83700942993164
2011-05-03|19.95296859741211
2011-05-04|20.146240234375
2011-05-05|19.937511444091797
2011-05-06|19.99934959411621
2011-05-09|19.968429565429688
2011-05-10|19.844741821289062
2011-05-11|19.605093002319336
2011-05-12|19.57416343688965
2011-05-13|19.349977493286133
2011-05-16|18.994359970092773
2011-05-17|19.079957962036133
2011-05-18|19.21224021911621
2011-05-19|19.23558807373047
2011-05-20|19.05661964416504
2011-05-23|18.807613372802734
2011-05-24|18.79204559326172
2011-05-25|18.823171615600586
2011-05-26|19.196674346923828
2011-05-27|19.266712188720703
2011-05-31|19.46124839782715
2011-06-01|19.00992202758789
2011-06-02|18.846515655517578
2011-06-03|18.60529136657715
2011-06-06|18.683109283447266
2011-06-07|18.722013473510742
2011-06-08|18.628637313842773
2011-06-09|18.64419937133789
2011-06-10|18.449670791625977
2011-06-13|18.706462860107422
2011-06-14|18.846515655517578
2011-06-15|18.473011016845703
2011-06-16|18.675323486328125
2011-06-17|18.87763786315918
2011-06-20|19.041053771972656
2011-06-21|19.266712188720703
2011-06-22|19.181119918823242
2011-06-23|19.165550231933594
2011-06-24|18.908767700195312
2011-06-27|19.609088897705078
2011-06-28|20.075979232788086
2011-06-29|19.935909271240234
2011-06-30|20.23160743713379
2011-07-01|20.247167587280273
2011-07-05|20.25494956970215
2011-07-06|20.488388061523438
2011-07-07|20.830772399902344
2011-07-08|20.94748878479004
2011-07-11|20.721830368041992
2011-07-12|20.651792526245117
2011-07-13|20.721830368041992
2011-07-14|20.59733009338379
2011-07-15|20.83855628967285
2011-07-18|20.69070816040039
2011-07-19|21.42993927001953
2011-07-20|21.056427001953125
2011-07-21|21.08755874633789
2011-07-22|21.42215347290039
2011-07-25|21.71784782409668
2011-07-26|21.850130081176758
2011-07-27|21.266529083251953
2011-07-28|21.570003509521484
2011-07-29|21.320995330810547
2011-08-01|21.219839096069336
2011-08-02|20.854110717773438
2011-08-03|20.94748878479004
2011-08-04|20.184913635253906
2011-08-05|19.98259925842285
2011-08-08|19.048831939697266
2011-08-09|19.904794692993164
2011-08-10|18.830957412719727
2011-08-11|19.6013126373291
2011-08-12|19.531272888183594
2011-08-15|19.850317001342773
2011-08-16|19.85031509399414
2011-08-17|19.772008895874023
2011-08-18|19.317838668823242
2011-08-19|18.832351684570312
2011-08-22|18.777536392211914
2011-08-23|19.35699462890625
2011-08-24|19.49794578552246
